# OpenSignals Text File Format. Version 1
# {"00:07:80:0F:31:9C": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:0F:31:9C", "device connection": "BTH00:07:80:0F:31:9C", "sampling rate": 1000, "resolution": [16, 16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2026-5-25", "time": "15:13:44.514", "channels": [1, 2], "sensor": ["ECG", "EDA"], "label": ["CH1", "CH2"], "column": ["nSeq", "DI", "CH1", "CH2"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["dark_blue", "red"], "convertedValues": 0}}
# EndOfHeader
0	0	33156	25598	
1	0	33092	25601	
2	0	33060	25596	
3	0	33004	25596	
4	0	32896	25595	
5	0	32816	25599	
6	0	32864	25601	
7	0	32972	25596	
8	0	33112	25589	
9	0	33165	25588	
10	0	33104	25596	
11	0	32988	25596	
12	0	32964	25590	
13	0	32948	25597	
14	0	32928	25599	
15	0	33012	25595	
16	0	33176	25597	
17	0	33372	25597	
18	0	33516	25586	
19	0	33528	25596	
20	0	33416	25592	
21	0	33192	25584	
22	0	33152	25593	
23	0	33260	25594	
24	0	33400	25591	
25	0	33416	25582	
26	0	33388	25596	
27	0	33260	25590	
28	0	33008	25589	
29	0	32832	25596	
30	0	32848	25591	
31	0	32922	25584	
32	0	32928	25596	
33	0	32864	25601	
34	0	32844	25593	
35	0	32792	25590	
36	0	32732	25592	
37	0	32672	25591	
38	0	32612	25588	
39	0	32452	25588	
40	0	32124	25593	
41	0	31848	25590	
42	0	31745	25594	
43	0	31816	25596	
44	0	31908	25592	
45	0	32084	25582	
46	0	32164	25592	
47	0	32052	25590	
48	0	32108	25581	
49	0	32278	25576	
50	0	32472	25586	
51	0	32540	25585	
52	0	32464	25595	
53	0	32388	25585	
54	0	32408	25591	
55	0	32541	25583	
56	0	32720	25588	
57	0	32816	25585	
58	0	32856	25576	
59	0	32824	25581	
60	0	32832	25582	
61	0	32844	25584	
62	0	32816	25572	
63	0	32912	25584	
64	0	32976	25576	
65	0	32884	25575	
66	0	32664	25580	
67	0	32528	25584	
68	0	32528	25589	
69	0	32608	25580	
70	0	32736	25588	
71	0	32860	25586	
72	0	33008	25584	
73	0	33176	25584	
74	0	33176	25589	
75	0	33044	25587	
76	0	33040	25574	
77	0	33080	25582	
78	0	33201	25578	
79	0	33332	25577	
80	0	33349	25580	
81	0	33292	25584	
82	0	33340	25575	
83	0	33452	25581	
84	0	33580	25575	
85	0	33564	25580	
86	0	33470	25569	
87	0	33352	25583	
88	0	33132	25578	
89	0	32816	25574	
90	0	32472	25584	
91	0	32196	25581	
92	0	31964	25582	
93	0	31640	25583	
94	0	31348	25585	
95	0	31144	25583	
96	0	31152	25580	
97	0	31157	25584	
98	0	31172	25577	
99	0	31252	25574	
100	0	31372	25569	
101	0	31440	25581	
102	0	31484	25574	
103	0	31524	25572	
104	0	31544	25568	
105	0	31572	25580	
106	0	31540	25580	
107	0	31580	25574	
108	0	31584	25587	
109	0	31528	25582	
110	0	31496	25580	
111	0	31428	25576	
112	0	31452	25580	
113	0	31464	25585	
114	0	31436	25586	
115	0	31392	25580	
116	0	31336	25588	
117	0	31360	25580	
118	0	31388	25584	
119	0	31476	25583	
120	0	31616	25580	
